	ANI	Aligned kmers	Total kmers	Query sample ID	Reference sample ID	Query hybrid contig ID	Reference hybrid contig ID	Alignment fraction
180	73.2708	1	2	MGH3	BIDMC82	contig000006	contig000002	0.5
180	73.2708	1	2	MGH3	BIDMC82	contig000006	contig000002	0.5
181	73.2708	1	2	MGH3	MGH197	contig000006	contig000002	0.5
181	73.2708	1	2	MGH3	MGH197	contig000006	contig000002	0.5
182	100.0	2	2	MGH3	MGH3	contig000007	contig000007	1.0
182	100.0	2	2	MGH3	MGH3	contig000007	contig000007	1.0
183	97.8254	2	2	MGH3	BIDMC87	contig000007	contig000003	1.0
183	97.8254	2	2	MGH3	BIDMC87	contig000007	contig000003	1.0
184	96.5923	1	2	MGH3	UCI187	contig000007	contig000005	0.5
184	96.5923	1	2	MGH3	UCI187	contig000007	contig000005	0.5
185	86.6246	1	2	MGH3	MGH37	contig000007	contig000003	0.5
185	86.6246	1	2	MGH3	MGH37	contig000007	contig000003	0.5
186	86.6246	1	2	MGH3	BWH50	contig000007	contig000003	0.5
186	86.6246	1	2	MGH3	BWH50	contig000007	contig000003	0.5
187	85.1361	1	2	MGH3	MGH7	contig000007	contig000004	0.5
187	85.1361	1	2	MGH3	MGH7	contig000007	contig000004	0.5
188	84.2142	1	2	MGH3	MGH37	contig000007	contig000004	0.5
188	84.2142	1	2	MGH3	MGH37	contig000007	contig000004	0.5
189	84.2142	1	2	MGH3	MGH3	contig000007	contig000008	0.5
189	84.2142	1	2	MGH3	MGH3	contig000007	contig000008	0.5
190	84.2142	1	2	MGH3	BIDMC100	contig000007	contig000006	0.5
190	84.2142	1	2	MGH3	BIDMC100	contig000007	contig000006	0.5
191	84.2142	1	2	MGH3	BIDMC100	contig000007	contig000007	0.5
191	84.2142	1	2	MGH3	BIDMC100	contig000007	contig000007	0.5
192	84.2142	1	2	MGH3	UCI193	contig000007	contig000004	0.5
192	84.2142	1	2	MGH3	UCI193	contig000007	contig000004	0.5
193	84.2142	1	2	MGH3	MGH103	contig000007	contig000004	0.5
193	84.2142	1	2	MGH3	MGH103	contig000007	contig000004	0.5
194	84.2142	1	2	MGH3	MGH121	contig000007	contig000006	0.5
194	84.2142	1	2	MGH3	MGH121	contig000007	contig000006	0.5
195	83.1165	1	2	MGH3	BWH57	contig000007	contig000005	0.5
195	83.1165	1	2	MGH3	BWH57	contig000007	contig000005	0.5
196	83.1165	1	2	MGH3	MGH121	contig000007	contig000010	0.5
196	83.1165	1	2	MGH3	MGH121	contig000007	contig000010	0.5
197	83.1165	1	2	MGH3	UCI105	contig000007	contig000008	0.5
197	83.1165	1	2	MGH3	UCI105	contig000007	contig000008	0.5
198	83.1165	1	2	MGH3	BIDMC82	contig000007	contig000006	0.5
198	83.1165	1	2	MGH3	BIDMC82	contig000007	contig000006	0.5
199	83.1165	1	2	MGH3	UCI93	contig000007	contig000005	0.5
199	83.1165	1	2	MGH3	UCI93	contig000007	contig000005	0.5
200	83.1165	1	2	MGH3	BWH56	contig000007	contig000005	0.5
200	83.1165	1	2	MGH3	BWH56	contig000007	contig000005	0.5
201	83.1165	1	2	MGH3	MGH103	contig000007	contig000005	0.5
201	83.1165	1	2	MGH3	MGH103	contig000007	contig000005	0.5
202	83.1165	1	2	MGH3	UCI75	contig000007	contig000006	0.5
202	83.1165	1	2	MGH3	UCI75	contig000007	contig000006	0.5
203	83.1165	1	2	MGH3	BIDMC19A	contig000007	contig000004	0.5
203	83.1165	1	2	MGH3	BIDMC19A	contig000007	contig000004	0.5
204	80.0083	1	2	MGH3	BWH50	contig000007	contig000004	0.5
204	80.0083	1	2	MGH3	BWH50	contig000007	contig000004	0.5
205	80.0083	1	2	MGH3	MGH113	contig000007	contig000005	0.5
205	80.0083	1	2	MGH3	MGH113	contig000007	contig000005	0.5
206	80.0083	1	2	MGH3	MGH89	contig000007	contig000003	0.5
206	80.0083	1	2	MGH3	MGH89	contig000007	contig000003	0.5
207	80.0083	1	2	MGH3	MGH121	contig000007	contig000005	0.5
207	80.0083	1	2	MGH3	MGH121	contig000007	contig000005	0.5
208	77.5168	1	2	MGH3	MGH113	contig000007	contig000007	0.5
208	77.5168	1	2	MGH3	MGH113	contig000007	contig000007	0.5
209	77.5168	1	2	MGH3	BIDMC19A	contig000007	contig000003	0.5
209	77.5168	1	2	MGH3	BIDMC19A	contig000007	contig000003	0.5
210	77.5168	1	2	MGH3	MGH193	contig000007	contig000005	0.5
210	77.5168	1	2	MGH3	MGH193	contig000007	contig000005	0.5
211	77.5168	1	2	MGH3	BIDMC82	contig000007	contig000005	0.5
211	77.5168	1	2	MGH3	BIDMC82	contig000007	contig000005	0.5
212	73.2276	1	2	MGH3	UCI93	contig000007	contig000003	0.5
212	73.2276	1	2	MGH3	UCI93	contig000007	contig000003	0.5
213	73.2276	1	2	MGH3	UCI75	contig000007	contig000003	0.5
213	73.2276	1	2	MGH3	UCI75	contig000007	contig000003	0.5
214	73.2276	1	2	MGH3	UCI147	contig000007	contig000003	0.5
214	73.2276	1	2	MGH3	UCI147	contig000007	contig000003	0.5
215	73.2276	1	2	MGH3	BIDMC87	contig000007	contig000002	0.5
215	73.2276	1	2	MGH3	BIDMC87	contig000007	contig000002	0.5
216	73.2276	1	2	MGH3	MGH3	contig000007	contig000005	0.5
216	73.2276	1	2	MGH3	MGH3	contig000007	contig000005	0.5
217	73.2276	1	2	MGH3	MGH121	contig000007	contig000008	0.5
217	73.2276	1	2	MGH3	MGH121	contig000007	contig000008	0.5
218	73.2276	1	2	MGH3	BIDMC100	contig000007	contig000005	0.5
218	73.2276	1	2	MGH3	BIDMC100	contig000007	contig000005	0.5
219	73.2276	1	2	MGH3	UCI105	contig000007	contig000006	0.5
219	73.2276	1	2	MGH3	UCI105	contig000007	contig000006	0.5
220	73.2276	1	2	MGH3	MGH14	contig000007	contig000008	0.5
220	73.2276	1	2	MGH3	MGH14	contig000007	contig000008	0.5
221	73.2276	1	2	MGH3	MGH121	contig000007	contig000009	0.5
221	73.2276	1	2	MGH3	MGH121	contig000007	contig000009	0.5
222	73.2276	1	2	MGH3	MGH103	contig000007	contig000003	0.5
222	73.2276	1	2	MGH3	MGH103	contig000007	contig000003	0.5
223	100.0	2	2	MGH3	MGH3	contig000008	contig000008	1.0
223	100.0	2	2	MGH3	MGH3	contig000008	contig000008	1.0
224	100.0	1	2	MGH3	BIDMC100	contig000008	contig000006	0.5
224	100.0	1	2	MGH3	BIDMC100	contig000008	contig000006	0.5
225	93.3857	2	2	MGH3	MGH103	contig000008	contig000005	1.0
225	93.3857	2	2	MGH3	MGH103	contig000008	contig000005	1.0
226	93.2463	1	2	MGH3	MGH37	contig000008	contig000003	0.5
226	93.2463	1	2	MGH3	MGH37	contig000008	contig000003	0.5
227	91.1733	1	2	MGH3	MGH89	contig000008	contig000003	0.5
227	91.1733	1	2	MGH3	MGH89	contig000008	contig000003	0.5
228	91.1163	2	2	MGH3	BWH50	contig000008	contig000003	1.0
228	91.1163	2	2	MGH3	BWH50	contig000008	contig000003	1.0
229	90.2206	1	2	MGH3	MGH193	contig000008	contig000005	0.5
229	90.2206	1	2	MGH3	MGH193	contig000008	contig000005	0.5
230	90.2206	1	2	MGH3	MGH37	contig000008	contig000004	0.5
230	90.2206	1	2	MGH3	MGH37	contig000008	contig000004	0.5
231	89.8582	1	2	MGH3	MGH7	contig000008	contig000004	0.5
231	89.8582	1	2	MGH3	MGH7	contig000008	contig000004	0.5
232	89.8582	1	2	MGH3	UCI187	contig000008	contig000005	0.5
232	89.8582	1	2	MGH3	UCI187	contig000008	contig000005	0.5
233	88.0864	1	2	MGH3	BIDMC87	contig000008	contig000002	0.5
233	88.0864	1	2	MGH3	BIDMC87	contig000008	contig000002	0.5
234	88.0864	1	2	MGH3	UCI93	contig000008	contig000005	0.5
234	88.0864	1	2	MGH3	UCI93	contig000008	contig000005	0.5
235	87.5331	1	2	MGH3	MGH103	contig000008	contig000004	0.5
235	87.5331	1	2	MGH3	MGH103	contig000008	contig000004	0.5
236	86.8358	2	2	MGH3	BWH57	contig000008	contig000005	1.0
236	86.8358	2	2	MGH3	BWH57	contig000008	contig000005	1.0
237	86.8358	2	2	MGH3	BWH56	contig000008	contig000005	1.0
237	86.8358	2	2	MGH3	BWH56	contig000008	contig000005	1.0
238	86.5279	2	2	MGH3	MGH121	contig000008	contig000010	1.0
238	86.5279	2	2	MGH3	MGH121	contig000008	contig000010	1.0
239	86.2688	2	2	MGH3	BIDMC100	contig000008	contig000005	1.0
239	86.2688	2	2	MGH3	BIDMC100	contig000008	contig000005	1.0
240	86.2241	1	2	MGH3	BWH50	contig000008	contig000004	0.5
240	86.2241	1	2	MGH3	BWH50	contig000008	contig000004	0.5
241	86.2241	1	2	MGH3	MGH121	contig000008	contig000005	0.5
241	86.2241	1	2	MGH3	MGH121	contig000008	contig000005	0.5
242	85.4328	1	2	MGH3	MGH113	contig000008	contig000007	0.5
242	85.4328	1	2	MGH3	MGH113	contig000008	contig000007	0.5
243	85.2834	2	2	MGH3	UCI193	contig000008	contig000004	1.0
243	85.2834	2	2	MGH3	UCI193	contig000008	contig000004	1.0
244	84.4539	2	2	MGH3	MGH113	contig000008	contig000005	1.0
244	84.4539	2	2	MGH3	MGH113	contig000008	contig000005	1.0
245	83.4172	1	2	MGH3	UCI105	contig000008	contig000007	0.5
245	83.4172	1	2	MGH3	UCI105	contig000008	contig000007	0.5
246	83.4172	1	2	MGH3	MGH247	contig000008	contig000002	0.5
246	83.4172	1	2	MGH3	MGH247	contig000008	contig000002	0.5
247	83.4172	1	2	MGH3	UCI93	contig000008	contig000004	0.5
247	83.4172	1	2	MGH3	UCI93	contig000008	contig000004	0.5
248	83.4172	1	2	MGH3	UCI179	contig000008	contig000002	0.5
248	83.4172	1	2	MGH3	UCI179	contig000008	contig000002	0.5
249	83.4172	1	2	MGH3	UCI75	contig000008	contig000005	0.5
249	83.4172	1	2	MGH3	UCI75	contig000008	contig000005	0.5
250	83.4172	1	2	MGH3	UCI147	contig000008	contig000003	0.5
250	83.4172	1	2	MGH3	UCI147	contig000008	contig000003	0.5
251	82.0668	1	2	MGH3	UCI193	contig000008	contig000003	0.5
251	82.0668	1	2	MGH3	UCI193	contig000008	contig000003	0.5
252	82.0668	1	2	MGH3	UCI193	contig000008	contig000002	0.5
252	82.0668	1	2	MGH3	UCI193	contig000008	contig000002	0.5
253	81.4576	2	2	MGH3	MGH121	contig000008	contig000006	1.0
253	81.4576	2	2	MGH3	MGH121	contig000008	contig000006	1.0
254	80.7667	2	2	MGH3	UCI75	contig000008	contig000006	1.0
254	80.7667	2	2	MGH3	UCI75	contig000008	contig000006	1.0
255	80.49	2	2	MGH3	BIDMC87	contig000008	contig000003	1.0
255	80.49	2	2	MGH3	BIDMC87	contig000008	contig000003	1.0
256	80.49	2	2	MGH3	BIDMC100	contig000008	contig000007	1.0
256	80.49	2	2	MGH3	BIDMC100	contig000008	contig000007	1.0
257	80.3132	1	2	MGH3	BIDMC82	contig000008	contig000006	0.5
257	80.3132	1	2	MGH3	BIDMC82	contig000008	contig000006	0.5
258	80.3132	1	2	MGH3	BIDMC19A	contig000008	contig000004	0.5
258	80.3132	1	2	MGH3	BIDMC19A	contig000008	contig000004	0.5
259	80.2689	2	2	MGH3	MGH121	contig000008	contig000008	1.0
259	80.2689	2	2	MGH3	MGH121	contig000008	contig000008	1.0
260	80.2689	2	2	MGH3	MGH3	contig000008	contig000005	1.0
260	80.2689	2	2	MGH3	MGH3	contig000008	contig000005	1.0
261	80.2246	1	2	MGH3	MGH14	contig000008	contig000008	0.5
261	80.2246	1	2	MGH3	MGH14	contig000008	contig000008	0.5
262	80.2246	1	2	MGH3	BWH50	contig000008	contig000006	0.5
262	80.2246	1	2	MGH3	BWH50	contig000008	contig000006	0.5
263	79.8355	2	2	MGH3	MGH3	contig000008	contig000007	1.0
263	79.8355	2	2	MGH3	MGH3	contig000008	contig000007	1.0
264	78.9799	2	2	MGH3	UCI105	contig000008	contig000008	1.0
264	78.9799	2	2	MGH3	UCI105	contig000008	contig000008	1.0
265	73.5368	1	2	MGH3	MGH245	contig000008	contig000002	0.5
265	73.5368	1	2	MGH3	MGH245	contig000008	contig000002	0.5
266	73.4469	1	2	MGH3	BWH56	contig000008	contig000002	0.5
266	73.4469	1	2	MGH3	BWH56	contig000008	contig000002	0.5
267	73.4469	1	2	MGH3	UCI75	contig000008	contig000002	0.5
267	73.4469	1	2	MGH3	UCI75	contig000008	contig000002	0.5
268	73.4469	1	2	MGH3	MGH89	contig000008	contig000002	0.5
268	73.4469	1	2	MGH3	MGH89	contig000008	contig000002	0.5
269	73.4469	1	2	MGH3	MGH39	contig000008	contig000002	0.5
269	73.4469	1	2	MGH3	MGH39	contig000008	contig000002	0.5
270	73.4469	1	2	MGH3	MGH197	contig000008	contig000003	0.5
270	73.4469	1	2	MGH3	MGH197	contig000008	contig000003	0.5
271	73.4469	1	2	MGH3	UCI187	contig000008	contig000002	0.5
271	73.4469	1	2	MGH3	UCI187	contig000008	contig000002	0.5
272	73.4469	1	2	MGH3	BIDMC107	contig000008	contig000002	0.5
272	73.4469	1	2	MGH3	BIDMC107	contig000008	contig000002	0.5
273	73.4469	1	2	MGH3	BIDMC108	contig000008	contig000004	0.5
273	73.4469	1	2	MGH3	BIDMC108	contig000008	contig000004	0.5
274	73.4469	1	2	MGH3	BIDMC108	contig000008	contig000003	0.5
274	73.4469	1	2	MGH3	BIDMC108	contig000008	contig000003	0.5
275	73.4469	1	2	MGH3	MGH37	contig000008	contig000002	0.5
275	73.4469	1	2	MGH3	MGH37	contig000008	contig000002	0.5
276	73.4469	1	2	MGH3	BWH57	contig000008	contig000002	0.5
276	73.4469	1	2	MGH3	BWH57	contig000008	contig000002	0.5
277	73.4469	1	2	MGH3	MGH113	contig000008	contig000002	0.5
277	73.4469	1	2	MGH3	MGH113	contig000008	contig000002	0.5
278	73.4469	1	2	MGH3	MGH14	contig000008	contig000003	0.5
278	73.4469	1	2	MGH3	MGH14	contig000008	contig000003	0.5
279	73.4469	1	2	MGH3	UCI105	contig000008	contig000002	0.5
279	73.4469	1	2	MGH3	UCI105	contig000008	contig000002	0.5
280	73.4469	1	2	MGH3	MGH3	contig000008	contig000002	0.5
280	73.4469	1	2	MGH3	MGH3	contig000008	contig000002	0.5
281	100.0	377	378	MGH14	MGH14	contig000002	contig000002	0.9973544973544972
281	100.0	377	378	MGH14	MGH14	contig000002	contig000002	0.9973544973544972
282	98.7047	234	378	MGH14	BIDMC107	contig000002	contig000002	0.6190476190476191
282	98.7047	234	378	MGH14	BIDMC107	contig000002	contig000002	0.6190476190476191
283	98.0163	260	378	MGH14	MGH279	contig000002	contig000002	0.6878306878306878
283	98.0163	260	378	MGH14	MGH279	contig000002	contig000002	0.6878306878306878
284	98.0163	260	378	MGH14	MGH281	contig000002	contig000002	0.6878306878306878
284	98.0163	260	378	MGH14	MGH281	contig000002	contig000002	0.6878306878306878
285	98.0163	260	378	MGH14	MGH105	contig000002	contig000002	0.6878306878306878
285	98.0163	260	378	MGH14	MGH105	contig000002	contig000002	0.6878306878306878
286	97.9484	276	378	MGH14	MGH7	contig000002	contig000002	0.7301587301587301
286	97.9484	276	378	MGH14	MGH7	contig000002	contig000002	0.7301587301587301
287	97.9061	261	378	MGH14	MGH103	contig000002	contig000002	0.6904761904761905
287	97.9061	261	378	MGH14	MGH103	contig000002	contig000002	0.6904761904761905
288	97.8986	264	378	MGH14	MGH281c	contig000002	contig000002	0.6984126984126984
288	97.8986	264	378	MGH14	MGH281c	contig000002	contig000002	0.6984126984126984
289	97.7831	265	378	MGH14	MGH83	contig000002	contig000002	0.701058201058201
289	97.7831	265	378	MGH14	MGH83	contig000002	contig000002	0.701058201058201
290	95.626	168	378	MGH14	MGH15	contig000002	contig000002	0.4444444444444444
290	95.626	168	378	MGH14	MGH15	contig000002	contig000002	0.4444444444444444
291	95.0882	153	378	MGH14	MGH197	contig000002	contig000002	0.4047619047619047
291	95.0882	153	378	MGH14	MGH197	contig000002	contig000002	0.4047619047619047
292	100.0	197	199	MGH14	MGH14	contig000003	contig000003	0.9899497487437184
292	100.0	197	199	MGH14	MGH14	contig000003	contig000003	0.9899497487437184
293	99.9954	196	199	MGH14	MGH197	contig000003	contig000003	0.984924623115578
293	99.9954	196	199	MGH14	MGH197	contig000003	contig000003	0.984924623115578
294	99.995	197	199	MGH14	MGH3	contig000003	contig000002	0.9899497487437184
294	99.995	197	199	MGH14	MGH3	contig000003	contig000002	0.9899497487437184
295	98.7144	63	199	MGH14	MGH83	contig000003	contig000004	0.3165829145728643
295	98.7144	63	199	MGH14	MGH83	contig000003	contig000004	0.3165829145728643
296	98.3976	59	199	MGH14	MGH279	contig000003	contig000003	0.2964824120603015
296	98.3976	59	199	MGH14	MGH279	contig000003	contig000003	0.2964824120603015
297	98.3976	59	199	MGH14	MGH281	contig000003	contig000003	0.2964824120603015
297	98.3976	59	199	MGH14	MGH281	contig000003	contig000003	0.2964824120603015
298	98.3921	66	199	MGH14	MGH105	contig000003	contig000003	0.3316582914572864
298	98.3921	66	199	MGH14	MGH105	contig000003	contig000003	0.3316582914572864
299	98.3018	64	199	MGH14	MGH39	contig000003	contig000003	0.321608040201005
299	98.3018	64	199	MGH14	MGH39	contig000003	contig000003	0.321608040201005
300	98.0885	70	199	MGH14	MGH283	contig000003	contig000002	0.3517587939698492
300	98.0885	70	199	MGH14	MGH283	contig000003	contig000002	0.3517587939698492
301	97.4851	3	199	MGH14	MGH113	contig000003	contig000006	0.0150753768844221
301	97.4851	3	199	MGH14	MGH113	contig000003	contig000006	0.0150753768844221
302	96.7658	69	199	MGH14	UCI148	contig000003	contig000002	0.3467336683417085
302	96.7658	69	199	MGH14	UCI148	contig000003	contig000002	0.3467336683417085
303	95.5859	64	199	MGH14	UCI147	contig000003	contig000002	0.321608040201005
303	95.5859	64	199	MGH14	UCI147	contig000003	contig000002	0.321608040201005
304	94.851	52	199	MGH14	MGH15	contig000003	contig000003	0.2613065326633166
304	94.851	52	199	MGH14	MGH15	contig000003	contig000003	0.2613065326633166
305	73.8622	1	199	MGH14	MGH121	contig000003	contig000010	0.0050251256281407
305	73.8622	1	199	MGH14	MGH121	contig000003	contig000010	0.0050251256281407
306	100.0	6	6	MGH14	MGH14	contig000004	contig000004	1.0
306	100.0	6	6	MGH14	MGH14	contig000004	contig000004	1.0
307	99.9061	6	6	MGH14	MGH7	contig000004	contig000002	1.0
307	99.9061	6	6	MGH14	MGH7	contig000004	contig000002	1.0
308	100.0	5	5	MGH14	MGH14	contig000005	contig000005	1.0
308	100.0	5	5	MGH14	MGH14	contig000005	contig000005	1.0
309	99.7642	5	5	MGH14	MGH7	contig000005	contig000002	1.0
309	99.7642	5	5	MGH14	MGH7	contig000005	contig000002	1.0
310	100.0	3	4	MGH14	MGH3	contig000006	contig000003	0.75
310	100.0	3	4	MGH14	MGH3	contig000006	contig000003	0.75
311	100.0	4	4	MGH14	MGH14	contig000006	contig000006	1.0
311	100.0	4	4	MGH14	MGH14	contig000006	contig000006	1.0
312	100.0	4	4	MGH14	MGH14	contig000007	contig000007	1.0
312	100.0	4	4	MGH14	MGH14	contig000007	contig000007	1.0
313	100.0	3	4	MGH14	MGH3	contig000007	contig000004	0.75
313	100.0	3	4	MGH14	MGH3	contig000007	contig000004	0.75
314	100.0	3	3	MGH14	MGH14	contig000008	contig000008	1.0
314	100.0	3	3	MGH14	MGH14	contig000008	contig000008	1.0
315	100.0	3	3	MGH14	MGH3	contig000008	contig000005	1.0
315	100.0	3	3	MGH14	MGH3	contig000008	contig000005	1.0
316	99.887	2	3	MGH14	MGH121	contig000008	contig000008	0.6666666666666666
316	99.887	2	3	MGH14	MGH121	contig000008	contig000008	0.6666666666666666
317	99.3612	2	3	MGH14	BWH56	contig000008	contig000005	0.6666666666666666
317	99.3612	2	3	MGH14	BWH56	contig000008	contig000005	0.6666666666666666
318	99.3612	2	3	MGH14	BWH57	contig000008	contig000005	0.6666666666666666
318	99.3612	2	3	MGH14	BWH57	contig000008	contig000005	0.6666666666666666
319	89.601	2	3	MGH14	UCI93	contig000008	contig000006	0.6666666666666666
319	89.601	2	3	MGH14	UCI93	contig000008	contig000006	0.6666666666666666
320	88.4787	2	3	MGH14	MGH37	contig000008	contig000004	0.6666666666666666
320	88.4787	2	3	MGH14	MGH37	contig000008	contig000004	0.6666666666666666
321	87.5086	3	3	MGH14	BIDMC100	contig000008	contig000005	1.0
321	87.5086	3	3	MGH14	BIDMC100	contig000008	contig000005	1.0
322	86.4903	3	3	MGH14	UCI93	contig000008	contig000005	1.0
322	86.4903	3	3	MGH14	UCI93	contig000008	contig000005	1.0
323	86.4903	3	3	MGH14	UCI75	contig000008	contig000006	1.0
323	86.4903	3	3	MGH14	UCI75	contig000008	contig000006	1.0
324	86.4903	3	3	MGH14	UCI105	contig000008	contig000008	1.0
324	86.4903	3	3	MGH14	UCI105	contig000008	contig000008	1.0
325	84.9303	2	3	MGH14	MGH37	contig000008	contig000003	0.6666666666666666
325	84.9303	2	3	MGH14	MGH37	contig000008	contig000003	0.6666666666666666
326	84.3166	2	3	MGH14	MGH121	contig000008	contig000010	0.6666666666666666
326	84.3166	2	3	MGH14	MGH121	contig000008	contig000010	0.6666666666666666
327	83.3734	1	3	MGH14	MGH3	contig000008	contig000007	0.3333333333333333
327	83.3734	1	3	MGH14	MGH3	contig000008	contig000007	0.3333333333333333
328	82.7104	3	3	MGH14	UCI193	contig000008	contig000004	1.0
328	82.7104	3	3	MGH14	UCI193	contig000008	contig000004	1.0
329	82.7104	3	3	MGH14	MGH103	contig000008	contig000004	1.0
329	82.7104	3	3	MGH14	MGH103	contig000008	contig000004	1.0
330	82.0226	1	3	MGH14	BIDMC87	contig000008	contig000003	0.3333333333333333
330	82.0226	1	3	MGH14	BIDMC87	contig000008	contig000003	0.3333333333333333
331	81.7562	2	3	MGH14	MGH113	contig000008	contig000007	0.6666666666666666
331	81.7562	2	3	MGH14	MGH113	contig000008	contig000007	0.6666666666666666
332	80.304	3	3	MGH14	MGH7	contig000008	contig000004	1.0
332	80.304	3	3	MGH14	MGH7	contig000008	contig000004	1.0
333	80.203	2	3	MGH14	MGH103	contig000008	contig000005	0.6666666666666666
333	80.203	2	3	MGH14	MGH103	contig000008	contig000005	0.6666666666666666
334	80.0941	2	3	MGH14	UCI147	contig000008	contig000003	0.6666666666666666
334	80.0941	2	3	MGH14	UCI147	contig000008	contig000003	0.6666666666666666
335	78.9577	2	3	MGH14	BWH50	contig000008	contig000003	0.6666666666666666
335	78.9577	2	3	MGH14	BWH50	contig000008	contig000003	0.6666666666666666
336	77.7791	1	3	MGH14	BIDMC100	contig000008	contig000007	0.3333333333333333
336	77.7791	1	3	MGH14	BIDMC100	contig000008	contig000007	0.3333333333333333
337	77.7791	1	3	MGH14	UCI187	contig000008	contig000005	0.3333333333333333
337	77.7791	1	3	MGH14	UCI187	contig000008	contig000005	0.3333333333333333
338	77.6466	1	3	MGH14	BWH50	contig000008	contig000006	0.3333333333333333
338	77.6466	1	3	MGH14	BWH50	contig000008	contig000006	0.3333333333333333
339	76.8144	2	3	MGH14	BIDMC100	contig000008	contig000006	0.6666666666666666
